Time Step,SOH Normal (%),SOH Fuzzy (%),SOH Deep Fuzzy (%)
122,99.36594016260798,99.69188697110694,99.82974262542842
123,99.35718757366045,99.6883644268271,99.82974262542842
124,99.34850272490839,99.68500962274274,99.82974262542842
125,99.33994185456497,99.68187231396702,99.82974262542842
126,99.3319730559162,99.67940074928595,99.82974262542842
127,99.3241664650703,99.67715823720776,99.82974262542842
128,99.31796826030737,99.67654246611723,99.82974262542842
129,99.3097979918109,99.67611116031321,99.82974262542842
130,99.29988977688849,99.67539019677154,99.82974262542842
131,99.29156313705847,99.67272542221393,99.82974262542842
132,99.2789980872583,99.6715748914593,99.82974262542842
133,99.26750522495813,99.67060305862134,99.82974262542842
134,99.25924188647276,99.67016947975252,99.82974262542842
135,99.25071068340407,99.66969125678646,99.82974262542842
136,99.24376196545573,99.66947678134048,99.82974262542842
137,99.23328192677181,99.66479807092895,99.82974262542842
138,99.2248575384994,99.66225093592895,99.82974262542842
139,99.21763291163647,99.66094256233842,99.82974262542842
140,99.20694902873444,99.65631293270879,99.82974262542842
141,99.19306506796205,99.64875922520879,99.82974262542842
142,99.18241630958677,99.64696569761934,99.82974262542842
143,99.17423365427734,99.64696569761934,99.82974262542842
144,99.16036252153992,99.64696569761934,99.82974262542842
145,99.14771053865847,99.64696569761934,99.82974262542842
146,99.13883759509801,99.64696569761934,99.82974262542842
147,99.13101418884206,99.64696569761934,99.82974262542842
148,99.12323587867667,99.64696569761934,99.82974262542842
149,99.11573198378451,99.64696569761934,99.82974262542842
150,99.10852957804565,99.64696569761934,99.82974262542842
151,99.09813107865452,99.64640894414711,99.82974262542842
152,99.08594666408746,99.64555453814557,99.82974262542842
153,99.06541920486299,99.64330962470113,99.82974262542842
154,99.04248852703668,99.64066417482304,99.82974262542842
155,99.01802076356222,99.63776254400359,99.82974262542842
156,99.00137369909804,99.63497173982304,99.82974262542842
157,98.99431572054024,99.6325078680962,99.82974262542842
158,98.98725774198245,99.63032721725361,99.82974262542842
159,98.98019976342465,99.6286757551996,99.82974262542842
160,98.97314178486685,99.62788943947582,99.82974262542842
161,98.96608062277045,99.62760842900052,99.82974262542842
162,98.95801712873536,99.62663510976184,99.82974262542842
163,98.94944138818794,99.6251925440108,99.82974262542842
164,98.94071900351499,99.62364933413426,99.82974262542842
165,98.9315014943153,99.62166999973097,99.82974262542842
166,98.92167221646335,99.61915389667541,99.82974262542842
167,98.91235525529864,99.6172081103071,99.82974262542842
168,98.89616621762158,99.60871524742645,99.82974262542842
169,98.88522252699185,99.6082511603817,99.82974262542842
170,98.87529037366664,99.6082511603817,99.82974262542842
171,98.8662290174402,99.6082511603817,99.82974262542842
172,98.85599257587427,99.6082511603817,99.82974262542842
173,98.84718161846716,99.6082511603817,99.82974262542842
174,98.8390540873357,99.6082511603817,99.82974262542842
175,98.8309460247864,99.6082511603817,99.82974262542842
176,98.82177489436246,99.60805466276595,99.82974262542842
177,98.81286429751233,99.60790280939558,99.82974262542842
178,98.80113329044946,99.60755445840947,99.82974262542842
179,98.78904526503267,99.60755445840947,99.82974262542842
180,98.7786907188698,99.60755445840947,99.82974262542842
181,98.76854093621412,99.6072435630715,99.82974262542842
182,98.75841441249364,99.60693654422275,99.82974262542842
183,98.74807183966203,99.6065935171888,99.82974262542842
184,98.73663550939524,99.60606819724899,99.82974262542842
185,98.72705607233542,99.60585278888634,99.82974262542842
186,98.71801052448197,99.60511618461679,99.82974262542842
187,98.70845785143305,99.6041511193632,99.82974262542842
188,98.69866189013311,99.6041511193632,99.82974262542842
189,98.68920395727967,99.6041511193632,99.82974262542842
190,98.67930044794474,99.6041511193632,99.82974262542842
191,98.66769563265302,99.6041511193632,99.82974262542842
192,98.65492882809176,99.6041511193632,99.82974262542842
193,98.64525299132885,99.6041511193632,99.82974262542842
194,98.63554815456594,99.6041511193632,99.82974262542842
195,98.62577976975776,99.6041511193632,99.82974262542842
196,98.6160850290751,99.6041511193632,99.82974262542842
197,98.6067503957307,99.6041511193632,99.82974262542842
198,98.5978330370637,99.6041511193632,99.82974262542842
199,98.58814635088325,99.60400504118265,99.82974262542842
200,98.57744101473985,99.60368918800826,99.82974262542842
201,98.56450524705015,99.60300159624283,99.82974262542842
202,98.54942520852711,99.60195662600518,99.82974262542842
203,98.52412627417074,99.59920850646196,99.82974262542842
204,98.50155725147692,99.59618840268419,99.82974262542842
205,98.49274703437982,99.59411991922894,99.82974262542842
206,98.48393681728271,99.59166590515795,99.82974262542842
207,98.4751266001856,99.58999340143727,99.82974262542842
208,98.4663163830885,99.58870235233078,99.82974262542842
209,98.4570475211969,99.58825698310238,99.82974262542842
210,98.44437469618967,99.58451907045836,99.82974262542842
211,98.43074125027708,99.57995653690897,99.82974262542842
212,98.41752457301676,99.57593077201184,99.82974262542842
213,98.40425699183669,99.57325358529836,99.82974262542842
214,98.3906295743706,99.57325358529836,99.82974262542842
215,98.37708444515555,99.57325358529836,99.82974262542842
216,98.36335121986025,99.57325358529836,99.82974262542842
217,98.34984247496618,99.57325358529836,99.82974262542842
218,98.3363609222429,99.57325358529836,99.82974262542842
219,98.32270327342908,99.57325358529836,99.82974262542842
220,98.30904026874079,99.57325358529836,99.82974262542842
221,98.29538901759652,99.57325358529836,99.82974262542842
222,98.28211431817613,99.57325358529836,99.82974262542842
223,98.26977100642158,99.57325358529836,99.82974262542842
224,98.25691716711599,99.57325358529836,99.82974262542842
225,98.2443312907034,99.57325358529836,99.82974262542842
226,98.22626442232662,99.57325358529836,99.82974262542842
227,98.21166930506837,99.57325358529836,99.82974262542842
228,98.18635397776073,99.57084546264095,99.82974262542842
229,98.16228157889753,99.56864449472428,99.82974262542842
230,98.14057757682137,99.56683825960546,99.82974262542842
231,98.12300364915262,99.5657203702212,99.82974262542842
232,98.10864681124549,99.56514145173355,99.82974262542842
233,98.091550362668,99.55912416793726,99.82974262542842
234,98.07059800119298,99.55702931816873,99.82974262542842
235,98.04937581982082,99.55702931816873,99.82974262542842
236,98.03104860113386,99.55702931816873,99.82974262542842
237,98.0086394266753,99.55702931816873,99.82974262542842
238,97.99188042559122,99.55702931816873,99.82974262542842
239,97.97368336367381,99.55702931816873,99.82974262542842
240,97.95977623430784,99.55702931816873,99.82974262542842
241,97.94469501959207,99.55702931816873,99.82974262542842
242,97.92847581561705,99.55702931816873,99.82974262542842
243,97.912434995963,99.55702931816873,99.82974262542842
244,97.89630417630894,99.55702931816873,99.82974262542842
245,97.88026404981787,99.55702931816873,99.82974262542842
246,97.86525254705847,99.55702931816873,99.82974262542842
247,97.84705331476616,99.55620424748355,99.82974262542842
248,97.8261792461683,99.55493337074743,99.82974262542842
249,97.8068052402136,99.55391632084157,99.82974262542842
250,97.78338034916632,99.55222412342027,99.82974262542842
251,97.76310345257473,99.55106785444652,99.82974262542842
252,97.73028112556646,99.5478206804033,99.82974262542842
253,97.69766897448413,99.54460853568108,99.82974262542842
254,97.6719200387804,99.54178145028911,99.82974262542842
255,97.6585807560314,99.53951594532306,99.82974262542842
256,97.6452414732824,99.5380465231996,99.82974262542842
257,97.6319021905334,99.53755276699899,99.82974262542842
258,97.6131610970457,99.5323073127603,99.82974262542842
259,97.59797260379464,99.53066345875824,99.82974262542842
260,97.58280420662383,99.52908670083643,99.82974262542842
261,97.56779609770406,99.52771123116565,99.82974262542842
262,97.55240150837277,99.52600028108336,99.82974262542842
263,97.53764687985422,99.52496029181381,99.82974262542842
264,97.51971737962785,99.52086743083645,99.82974262542842
265,97.50508613544058,99.52009582589818,99.82974262542842
266,97.49046643929857,99.51935776900518,99.82974262542842
267,97.47582474315658,99.51861971211218,99.82974262542842
268,97.46116104701458,99.51807621582927,99.82974262542842
269,97.44578439004954,99.51807621582927,99.82974262542842
270,97.43116628374416,99.51807621582927,99.82974262542842
271,97.41602633999243,99.51788424398976,99.82974262542842
272,97.40132761310907,99.51769227215024,99.82974262542842
273,97.38680931772826,99.51769227215024,99.82974262542842
274,97.37264444753976,99.51769227215024,99.82974262542842
275,97.35271210714652,99.51670813648512,99.82974262542842
276,97.32649403303105,99.51467637853295,99.82974262542842
277,97.30867967871086,99.51225268541413,99.82974262542842
278,97.29465215230836,99.51030205403295,99.82974262542842
279,97.28062462590586,99.5092018208987,99.82974262542842
280,97.26658402266376,99.50859812973357,99.82974262542842
281,97.25089993112002,99.50700221253193,99.82974262542842
282,97.22873767845034,99.49950398731691,99.82974262542842
283,97.2087701533424,99.49950398731691,99.82974262542842
284,97.19333061223651,99.49950398731691,99.82974262542842
285,97.17745049464914,99.49950398731691,99.82974262542842
286,97.1614978290165,99.49950398731691,99.82974262542842
287,97.14208590734476,99.49950398731691,99.82974262542842
288,97.12467796420184,99.49950398731691,99.82974262542842
289,97.10823046228319,99.49950398731691,99.82974262542842
290,97.09190970057031,99.49950398731691,99.82974262542842
291,97.07592796730394,99.49950398731691,99.82974262542842
292,97.06012352227829,99.49950398731691,99.82974262542842
293,97.04458095193208,99.49950398731691,99.82974262542842
294,97.02946284399685,99.49950398731691,99.82974262542842
295,97.00975269238056,99.49872196226752,99.82974262542842
296,96.9842497803476,99.4969744771487,99.82974262542842
297,96.95556885930537,99.49469732386166,99.82974262542842
298,96.93859006551726,99.4920754079558,99.82974262542842
299,96.92357206419726,99.48917503352524,99.82974262542842
300,96.90855406287726,99.48625445787555,99.82974262542842
301,96.89353606155726,99.48338138096351,99.82974262542842
302,96.87851806023725,99.48078897053759,99.82974262542842
303,96.86350005891725,99.47887789538945,99.82974262542842
304,96.84848205759725,99.47769720590487,99.82974262542842
305,96.83345852274076,99.47740648811167,99.82974262542842
306,96.81720319821676,99.47621035284418,99.82974262542842
307,96.79996748238618,99.4740968262701,99.82974262542842
308,96.78273786264613,99.47205039578655,99.82974262542842
309,96.76561998310156,99.47017170549849,99.82974262542842
310,96.74841155552201,99.46825946717544,99.82974262542842
311,96.73093883969143,99.46614594060136,99.82974262542842
