Time Step,SOC (%),Battery Temp (°C),Grid Power (kW)
0,50.0,25.0,0.53
1,48.344963319615914,24.25267852895447,0.53
2,47.47271425925926,23.510740682165277,0.53
3,46.73465735939644,22.773400082991202,0.53
4,45.862408299039785,22.039206988269477,0.53
5,45.43336911522634,21.307619331678463,0.53
6,45.583829271664534,20.57439190416521,0.53
7,46.75426292349159,19.84009313664526,0.53
8,49.086859350135356,19.104874163297488,0.53
9,52.28064529150154,18.369491732990934,0.53
10,55.655769197555045,17.63441119529831,0.53
11,59.64059527457666,16.900300655932188,0.53
12,63.493985381799526,16.166025740144036,0.53
13,67.07408484246392,15.432753358936516,0.53
14,70.25664637507342,14.701052203000224,0.53
15,72.99181155213516,13.970848678442202,0.53
16,74.43372339539248,13.24235321819697,0.53
17,74.80089159617422,12.515813891019079,0.53
18,74.00256899672293,11.790588346707917,0.53
19,73.07595198026202,11.067349262032646,0.53
20,71.21962705570783,10.34306971289396,0.53
21,70.10135903101647,9.616945302765748,0.53
22,68.84889883897257,8.888616360028665,0.53
23,68.04374586229218,8.159044498048747,0.53
24,65.87430588972703,7.429928475553549,0.53
25,63.59303911332099,6.702856215027514,0.53
26,61.378868420591225,5.978183651902407,0.53
27,59.23179381153773,5.254514136058113,0.53
28,56.95052703513169,4.530453857627595,0.53
29,54.89669808451441,3.803934652690719,0.53
30,54.375719373951995,3.0707574984825707,0.53
31,55.48127659316185,2.330889263452837,0.53
32,57.69288515866537,1.5870875363374206,0.53
33,60.61247381202105,0.8408535200664563,0.53
34,63.80802393764256,0.09347731658993808,0.53
35,67.51494452309475,-0.6554568945984798,0.53
36,71.28755291857847,-1.4050693637458804,0.53
37,75.2719378033417,-2.1544275326520985,0.53
38,78.48313211560894,-2.902834338190854,0.53
39,80.99537627069935,-3.649704356702905,0.53
40,82.28222827043399,-4.394345778989142,0.53
41,82.68824923127603,-5.136271558981939,0.53
42,82.11745839451335,-5.875163363041313,0.53
43,81.2521068101512,-6.611185408939087,0.53
44,80.26803094595367,-7.344391718813371,0.53
45,78.99320539725683,-8.07471928591111,0.53
46,77.87493737256547,-8.801678517709545,0.53
47,74.76615225596738,-9.524310408689832,0.53
48,72.9545580515778,-10.242231218032313,0.53
49,69.41373508175613,-10.955834531211448,0.53
50,66.99827614485626,-11.666036629352517,0.53
51,66.28258460850509,-12.374956671572674,0.53
52,65.61162379231854,-13.084205197934587,0.53
53,65.21063076762718,-13.795183957201086,0.53
54,65.34708603340562,-14.50904291693865,0.53
55,66.42757421130432,-15.226140510299594,0.53
56,68.67436220570534,-15.946381943628632,0.53
57,71.44259502226716,-16.66922730138064,0.53
58,74.74886019070209,-17.39408901035502,0.53
59,78.56607323977187,-18.120545099400083,0.0
60,78.56607323977187,-18.120545099400083,0.0
61,78.56607323977187,-18.120545099400083,0.0
62,78.56607323977187,-18.120545099400083,0.0
63,78.56607323977187,-18.120545099400083,0.0
64,78.56607323977187,-18.120545099400083,0.0
65,78.56607323977187,-18.120545099400083,0.264627
66,78.56607323977187,-18.120545099400083,1.207014
67,78.56607323977187,-18.120545099400083,2.75
68,78.56607323977187,-18.120545099400083,0.74
69,78.56607323977187,-18.120545099400083,1.47
70,78.56607323977187,-18.120545099400083,0.53
71,78.56607323977187,-18.120545099400083,1.78
72,78.56607323977187,-18.120545099400083,3.91
73,78.56607323977187,-18.120545099400083,1.39
74,78.56607323977187,-18.120545099400083,0.24
75,78.56607323977187,-18.120545099400083,0.18
76,78.56607323977187,-18.120545099400083,0.146204
77,78.56607323977187,-18.120545099400083,0.033966490000000016
78,78.56607323977187,-18.120545099400083,0.0
79,78.56607323977187,-18.120545099400083,0.0
80,78.56607323977187,-18.120545099400083,0.0
81,78.56607323977187,-18.120545099400083,0.0
82,78.56607323977187,-18.120545099400083,0.0
83,78.56607323977187,-18.120545099400083,0.0
84,78.56607323977187,-18.120545099400083,0.0
85,78.56607323977187,-18.120545099400083,0.0
86,78.56607323977187,-18.120545099400083,0.09217729199999991
87,78.56607323977187,-18.120545099400083,0.0
88,78.56607323977187,-18.120545099400083,0.0
89,78.56607323977187,-18.120545099400083,0.26064999999999994
90,78.56607323977187,-18.120545099400083,0.457451
91,78.56607323977187,-18.120545099400083,0.88
92,78.56607323977187,-18.120545099400083,0.82
93,78.56607323977187,-18.120545099400083,0.57
94,78.56607323977187,-18.120545099400083,1.59
95,78.56607323977187,-18.120545099400083,1.57
96,78.56607323977187,-18.120545099400083,1.05
97,78.56607323977187,-18.120545099400083,0.48
98,78.56607323977187,-18.120545099400083,0.18
99,78.56607323977187,-18.120545099400083,0.18
100,78.56607323977187,-18.120545099400083,0.263461
101,78.56607323977187,-18.120545099400083,0.20972000000000002
102,78.56607323977187,-18.120545099400083,0.093475845
103,78.56607323977187,-18.120545099400083,0.07410559
104,78.56607323977187,-18.120545099400083,0.014517270999999998
105,78.56607323977187,-18.120545099400083,0.059924531999999975
106,78.56607323977187,-18.120545099400083,0.0
107,78.56607323977187,-18.120545099400083,0.0
108,78.56607323977187,-18.120545099400083,0.719437
109,78.56607323977187,-18.120545099400083,0.0
110,78.56607323977187,-18.120545099400083,0.0014329379999999947
111,78.56607323977187,-18.120545099400083,0.0
112,78.56607323977187,-18.120545099400083,0.02153434300000001
113,78.56607323977187,-18.120545099400083,0.29788000000000003
114,78.56607323977187,-18.120545099400083,0.788786
115,78.56607323977187,-18.120545099400083,0.49
116,78.56607323977187,-18.120545099400083,0.39
117,78.56607323977187,-18.120545099400083,0.44
118,78.56607323977187,-18.120545099400083,0.64
