Time Step,SOC (%),Battery Temp (°C),Grid Power (kW)
142,15.0,-60.79887158887576,0.5
143,15.0,-61.16553825554243,2.53
144,15.0,-61.329204922209094,1.8
145,15.0,-61.56587158887576,0.56
146,15.0,-61.926538255542425,0.24
147,15.0,-62.31920492220909,0.22
148,15.0,-62.713871588875755,0.13420200000000002
149,15.0,-63.11711805554242,0.04305085399999997
150,15.0,-63.529479636809086,0.0
151,15.371168981481482,-63.94614630347575,0.0
152,15.940772982510289,-64.36281297014241,0.0
153,17.437381945473252,-64.77947963680909,0.0
154,19.201015197530864,-65.19614630347576,0.0
155,21.13543574382716,-65.61281297014243,0.0
156,22.99597186419753,-66.0294796368091,0.0
157,24.638553015432095,-66.44614630347577,0.0
158,26.092320243827157,-66.86281297014244,0.0
159,27.193294946502053,-67.27947963680911,0.0
160,27.71750542901234,-67.69614630347579,0.03183538600000002
161,27.90484574588477,-68.10962943154246,0.290127
162,27.255966253429353,-68.49728339820913,0.43
163,26.29425575274348,-68.8709500648758,0.46
164,25.26544916838134,-69.24161673154246,0.59
165,23.945892899519887,-69.59928339820914,0.75
166,22.26849086248285,-69.9409500648758,0.58
167,20.971299950274343,-70.29961673154247,3.25
168,15.309391363168718,-70.39128339820914,0.94
169,15.0,-70.71395006487582,0.62
170,15.0,-71.06861673154249,0.35
171,15.0,-71.45028339820917,0.68
172,15.0,-71.79895006487584,0.24770800000000004
173,15.0,-72.19084593154251,0.042718931000000016
174,15.0,-72.60324070510919,0.035847202999999994
175,15.0,-73.01632265147586,0.04342519699999997
176,15.130998410493827,-73.42864679844253,0.07331898399999998
177,15.23223399074074,-73.8379815667092,1.0800990000000001
178,15.0,-74.14663833337588,1.152175
179,15.0,-74.44808750004255,0.617066
180,15.0,-74.80304756670922,0.0
181,15.207263558641975,-75.2197142333759,0.0
182,15.411942791152264,-75.63638090004257,0.0
183,15.640627480452675,-76.05304756670924,0.0
184,15.990840773662551,-76.46971423337591,0.025762560000000045
185,16.134446348765433,-76.88380464404258,0.219567
186,15.643376835733884,-77.27851461070925,0.36
187,15.0,-77.65918127737592,0.42
188,15.0,-78.03384794404259,0.31
189,15.0,-78.41951461070926,0.43
190,15.0,-78.79318127737592,0.91
191,15.0,-79.1188479440426,1.22
192,15.0,-79.41351461070927,0.29
193,15.0,-79.80118127737595,0.29
194,15.0,-80.18884794404262,0.3
195,15.0,-80.57551461070929,0.27
196,15.0,-80.96518127737596,0.157951
197,15.0,-81.36605284404263,0.032598082
198,15.0,-81.7794597025093,0.022186049999999985
199,15.097385453703703,-82.19390776417598,0.0
200,15.307954236625514,-82.61057443084265,0.0
201,15.76634874691358,-83.02724109750932,0.0
202,16.46299557201646,-83.44390776417599,0.0
203,18.29507526748971,-83.86057443084266,0.0
204,20.30847778600823,-84.27724109750933,0.0
205,21.68746675617284,-84.693907764176,0.0
206,23.323476136831275,-85.11057443084268,0.0
207,24.43847861728395,-85.52724109750935,0.0
208,25.299178021604938,-85.94390776417602,0.13275566100000002
209,25.002265202674895,-86.34729886474268,1.114197
210,22.51032343998628,-86.65254583140936,1.36
211,19.46863440706447,-86.93321249807603,1.2
212,16.78479114231824,-87.2298791647427,1.18
213,15.0,-87.52854583140937,1.25
214,15.0,-87.82021249807605,1.19
215,15.0,-88.11787916474272,1.21
216,15.0,-88.4135458314094,1.11
217,15.0,-88.71921249807606,1.07
218,15.0,-89.02887916474273,1.09
219,15.0,-89.33654583140941,1.06
220,15.0,-89.64721249807609,1.025916
221,15.0,-89.96128756474276,0.887227
222,15.0,-90.28923153140943,0.591954
223,15.0,-90.6467027980761,0.722593
224,15.0,-90.99111016474278,0.6241150000000001
225,15.0,-91.34536533140945,2.633586
226,15.0,-91.49867339807612,1.1113989999999998
227,15.0,-91.8042001647428,0.0
228,16.60541510493827,-92.22086683140947,0.0
229,18.072727049382713,-92.63753349807614,0.0
230,19.276883795267487,-93.05420016474281,0.0
231,20.02214338477366,-93.47086683140948,0.16735618000000008
232,20.408089043209873,-93.87079788007615,1.9583779999999997
233,16.396566512345675,-94.09162674674282,3.773312
234,15.0,-94.13096221340949,3.72
235,15.0,-94.17562888007616,2.1
236,15.0,-94.38229554674284,4.02
237,15.0,-94.39696221340951,1.25
238,15.0,-94.68862888007618,1.67
239,15.0,-94.93829554674285,0.34
240,15.0,-95.32096221340952,0.67
241,15.0,-95.6706288800762,0.98
242,15.0,-95.98929554674287,0.9
243,15.0,-96.31596221340953,0.9
244,15.0,-96.6426288800762,0.8476980000000001
245,15.0,-96.97452574674287,0.525424
246,15.0,-97.33865001340955,0.0
247,15.55004712345679,-97.75531668007622,0.0
248,16.3972982808642,-98.17198334674289,0.2289833830000001
249,17.075331551440332,-98.56575167510957,0.0
250,18.203463165637864,-98.98241834177624,0.6757622949999997
251,18.97430914814815,-99.3315087789429,0.0
252,21.1390918436214,-99.74817544560958,0.0
253,23.280521658436214,-100.16484211227625,0.0
254,25.165245253086418,-100.58150877894292,0.0
255,26.67558189711934,-100.99817544560959,0.0
256,27.655196646090534,-101.41484211227626,0.0
257,27.984367446502056,-101.83150877894293,1.563565
258,24.48739795404664,-102.0918189456096,0.49
259,23.39149528600823,-102.45948561227627,0.47
260,22.34032333813443,-102.82915227894294,0.41
261,21.423343557613165,-103.20481894560962,0.51
262,20.282710169410148,-103.57048561227629,0.31
263,19.58938398971193,-103.95615227894295,1.22
264,16.860810004801092,-104.25081894560962,0.23
265,16.346406712620023,-104.6444856122763,0.22
266,15.854368783950614,-105.03915227894296,0.22
267,15.362330855281204,-105.43381894560963,0.22
268,15.0,-105.8284856122763,0.42
269,15.0,-106.20315227894297,0.18827899999999997
270,15.0,-106.60099104560963,0.016455656999999957
271,15.127981226337448,-107.0160121465763,0.20568870299999997
272,15.0,-107.41210994294298,0.14750874000000003
273,15.0,-107.81402573560965,0.04093943499999997
274,15.0,-108.22659845877632,0.0
275,15.656090443415637,-108.643265125443,0.0
276,17.010595744855966,-109.05993179210967,0.0
277,18.626391157407404,-109.47659845877634,0.0
278,19.926812078189297,-109.89326512544301,0.0
279,20.660300834362136,-110.30993179210968,0.130768396
280,21.062761611111107,-110.71352161917635,0.4757110000000001
281,19.998816810013714,-111.08261718584302,2.881177
282,15.0,-111.21116615250969,1.65
283,15.0,-111.46283281917636,0.26
284,15.0,-111.85349948584303,0.38
285,15.0,-112.2321661525097,0.39
286,15.0,-112.60983281917638,1.38
287,15.0,-112.88849948584304,0.76
288,15.0,-113.22916615250972,0.46
289,15.0,-113.59983281917638,0.41
290,15.0,-113.97549948584306,0.3
291,15.0,-114.36216615250973,0.24
292,15.0,-114.7548328191764,0.157253
293,15.0,-115.15577418584307,0.02983977900000001
294,15.0,-115.56945687460974,0.0
295,15.521350032921811,-115.98612354127641,0.0
296,16.686340112139916,-116.40279020794308,0.0
297,18.20444230349794,-116.81945687460976,0.0
298,19.95238624074074,-117.23612354127643,0.0
299,21.885969194444442,-117.6527902079431,0.0
300,23.833019627572014,-118.06945687460977,0.0
301,25.748404235596706,-118.48612354127644,0.0
302,27.476677852880655,-118.90279020794311,0.0
303,28.750727951646088,-119.31945687460978,0.0
304,29.537854274691355,-119.73612354127646,0.055335365000000025
305,29.731666136831272,-120.14725667144313,0.35654399999999997
306,28.934242625171464,-120.5282689381098,0.63
307,27.52522490912208,-120.88193560477647,0.61
308,26.160937920096018,-121.23760227144314,0.56
309,24.908477728052123,-121.59826893810981,0.57
310,23.633652179355277,-121.95793560477648,0.63
311,22.224634463305893,-122.31160227144315,0.53
