P_LD,P1 (PV_LD),P4 (BAT_LD),P3 (PV_BAT),SOC,Temp,SOH
0.15223097112860892,0.015197630143691247,0.19097889036244142,0.0,0.2727272727272725,0.7272727272727275,0.2727272727272734
0.16272965879265092,0.0,0.21743034403624503,0.0,0.2644628099173554,0.7355371900826455,0.26446280991735804
0.15223097112860892,0.0,0.20340258018241295,0.0,0.2561983471074383,0.7438016528925626,0.25619834710743916
0.11811023622047244,0.0,0.15781234604426578,0.0,0.24793388429752117,0.7520661157024797,0.24793388429752383
0.42782152230971127,0.0,0.5632235991430453,0.0,0.23966942148760406,0.7603305785123968,0.23966942148760495
0.10761154855643044,0.0,0.1437845821904337,0.0,0.23140495867768607,0.7685950413223139,0.23140495867768607
0.09711286089238845,0.0,0.1297568183366016,0.0,0.22314049586776896,0.7768595041322319,0.22314049586776719
0.09186351706036745,0.0,0.12274293640968556,0.0,0.21487603305785097,0.785123966942149,0.21487603305785186
0.11023622047244094,0.0,0.14729152369162266,0.0,0.20661157024793386,0.793388429752067,0.20661157024793653
0.10236220472440945,0.0,0.13677070026351765,0.0,0.19834710743801676,0.8016528925619841,0.19834710743801764
0.08398950131233596,0.0,0.11222211298158054,0.0,0.19008264462809876,0.8099173553719012,0.19008264462810232
0.08923884514435695,0.0,0.11923599490849658,0.0,0.18181818181818254,0.8181818181818183,0.18181818181818343
0.09448818897637795,0.0,0.12624987683541264,0.0,0.17355371900826455,0.8264462809917354,0.17355371900826455
0.07349081364829398,0.0,0.09819434912774844,0.0,0.16528925619834745,0.8347107438016534,0.16528925619834567
0.07349081364829398,0.0,0.09819434912774844,0.0,0.15702479338842945,0.8429752066115705,0.15702479338843034
0.12598425196850394,0.0,0.16833316947237079,0.0,0.14876033057851235,0.8512396694214885,0.14876033057851146
0.09448818897637795,0.1469258135419343,0.0,0.09587277887834723,0.14049586776859524,0.8595041322314048,0.14049586776859613
0.09973753280839895,0.1630186714447771,0.0,0.5461779188528112,0.13223140495867813,0.8677685950413228,0.13223140495867725
0.09448818897637795,0.1544387413687362,0.0,0.8275950167961923,0.12396694214876103,0.8760330578512399,0.12396694214876192
0.10498687664041995,0.17159860152081802,0.0,0.9428565201090007,0.11570247933884303,0.884297520661157,0.11570247933884303
0.868766404199475,1.0,0.3433220479593681,0.0,0.10743801652892593,0.892561983471075,0.1074380165289277
0.06824146981627296,0.11153909098853171,0.0,0.9058202894348139,0.09917355371900793,0.9008264462809921,0.09917355371900882
0.06824146981627296,0.11153909098853171,0.0,0.6053962280081614,0.09090909090909083,0.9090909090909101,0.09090909090908994
0.08136482939632546,0.13298891617863395,0.0,0.3669449010131128,0.08264462809917372,0.9173553719008272,0.08264462809917461
0.07086614173228346,0.02296418284852347,0.0759147520399195,0.0,0.07438016528925573,0.9256198347107443,0.07438016528925573
0.09186351706036745,0.0,0.12274293640968556,0.0,0.06611570247933951,0.9338842975206614,0.0661157024793404
0.09973753280839895,0.0,0.13326375876232865,0.0,0.05785123966942152,0.9421487603305785,0.05785123966942152
0.11548556430446194,0.0,0.1543054056185387,0.0,0.04958677685950441,0.9504132231404965,0.04958677685950619
0.11811023622047244,0.0,0.15781234604426578,0.0,0.04132231404958642,0.9586776859504136,0.041322314049587305
0.09186351706036745,0.0,0.12274293640968556,0.0,0.03305785123966931,0.9669421487603316,0.033057851239671976
