date,hour,P_LD,P_PV,P1 (PV_LD),P2 (GR_LD),P3 (PV_BAT),P4 (BAT_LD),P5 (FC_BAT),P6 (BAT_EL),P7 (EL_FT),P8 (FT_FC),P9 (FC_WT),P10 (WT_EL)
01/09/2017,10,0.42,3.015844,0.42,2.47E-17,2.037939128,0,3.91E-17,0,0,0.426418566,0,0.25585114
01/09/2017,11,0.31,3.243043,0.31,1.26E-27,2.275006932,0,2.09E-27,0,0,0.557104849,0,0.334262909
01/09/2017,12,1.37,3.24017,1.37,4.65E-25,1.578263789,0,5.87E-25,0,0,0.180674893,0,0.108404936
01/09/2017,13,2.14,2.992067,2.034247476,0.105752524,0.933142718,0,2.12E-14,0,0,8.49E-07,0,7.17E-07
01/09/2017,14,1.21,2.564117,1.21,1.44E-14,1.185361875,0,1.41E-14,0,0,5.25E-07,0,5.64E-07
01/09/2017,15,1.11,1.959334,1.11,3.67E-14,0.771696964,0,2.16E-14,0,0,6.33E-07,0,5.61E-07
01/09/2017,16,1.08,1.210959,0.880979164,0.199020836,0.329979836,0,7.50E-14,0,0,5.07E-07,0,6.87E-07
01/09/2017,17,1.14,0.516525,0.516525,0.420167935,0,0.203307065,0,1.67E-13,1.31E-06,0,1.01E-06,0
01/09/2017,18,1.25,0,0,0.842391304,0,0.407608696,0,2.82E-14,7.17E-07,0,5.49E-07,0
01/09/2017,19,1.25,0,0,0.842391304,0,0.407608696,0,2.82E-14,7.17E-07,0,5.49E-07,0
01/09/2017,20,1.17,0,0,0.788478261,0,0.381521739,0,4.26E-14,8.57E-07,0,6.61E-07,0
01/09/2017,21,0.78,0,0,0.525652174,0,0.254347826,0,3.72E-14,6.31E-07,0,4.91E-07,0
01/09/2017,22,1.15,0,0,0.775,0,0.375,0,4.69E-14,8.93E-07,0,6.89E-07,0
01/09/2017,23,0.36,0,0,0.242608696,0,0.117391304,0,2.18E-13,1.07E-06,0,8.27E-07,0
02/09/2017,0,0.28,0,0,0.188695652,0,0.091304348,0,8.01E-14,5.70E-07,0,4.40E-07,0
02/09/2017,1,0.36,0,0,0.242608696,0,0.117391304,0,2.18E-13,1.07E-06,0,8.27E-07,0
02/09/2017,2,0.31,0,0,0.208913043,0,0.101086957,0,8.52E-14,5.97E-07,0,4.59E-07,0
02/09/2017,3,0.29,0,0,0.195434783,0,0.094565217,0,9.60E-14,6.28E-07,0,4.83E-07,0
02/09/2017,4,0.28,0,0,0.188695652,0,0.091304348,0,8.01E-14,5.70E-07,0,4.40E-07,0
02/09/2017,5,0.18,0.00613,0.00613,0.117173261,0,0.056696739,0,1.18E-13,5.66E-07,0,4.36E-07,0
02/09/2017,6,0.29,0.319916,0.233891738,0.056108262,0.086024262,0,3.03E-13,0,0,8.91E-07,0,7.55E-07
02/09/2017,7,0.2,0.501635,0.2,1.71E-14,0.258456696,0,2.08E-14,0,0,2.55E-07,0,2.63E-07
02/09/2017,8,0.32,1.732919,0.32,3.91E-15,1.161095625,0,6.57E-15,0,0,5.40E-07,0,4.46E-07
02/09/2017,9,0.5,2.431015,0.5,1.12E-19,1.559200361,0,5.17E-20,0,0,0.170483533,0,0.10229012
02/09/2017,10,0.38,2.921682,0.38,2.49E-18,1.995546962,0,5.09E-18,0,0,0.4037556,0,0.24225336
02/09/2017,11,0.46,3.228102,0.46,9.11E-24,2.16618608,0,1.43E-23,0,0,0.496251083,0,0.29775065
02/09/2017,12,1.14,3.109172,1.14,5.78E-14,1.633658883,0,7.37E-14,0,0,0.210289259,0,0.126173555
02/09/2017,13,1.19,2.796421,1.19,6.21E-16,1.372907191,0,6.78E-16,0,0,0.070890703,0,0.042534422
02/09/2017,14,1.15,2.497226,1.15,1.37E-14,1.175003036,0,1.40E-14,0,0,5.30E-07,0,5.68E-07
02/09/2017,15,1.15,1.591868,1.08555812,0.06444188,0.494088503,0,2.40E-14,0,0,4.14E-07,0,4.80E-07
02/09/2017,16,1.23,1.11235,1.060659496,0.114120774,0,0.05521973,0,5.77E-13,1.28E-06,0,1.00E-06,0
02/09/2017,17,1.22,0.561783,0.561783,0.443581022,0,0.214635978,0,1.09E-13,1.13E-06,0,8.86E-07,0
02/09/2017,18,1.21,0,0,0.815434783,0,0.394565217,0,3.42E-14,7.77E-07,0,5.95E-07,0
02/09/2017,19,1.24,0,0,0.835652174,0,0.404347826,0,2.88E-14,7.23E-07,0,5.53E-07,0
02/09/2017,20,1.14,0,0,0.76826087,0,0.37173913,0,3.67E-14,7.78E-07,0,5.92E-07,0
02/09/2017,21,1.24,0,0,0.835652174,0,0.404347826,0,2.88E-14,7.23E-07,0,5.53E-07,0
02/09/2017,22,1.24,0,0,0.835652174,0,0.404347826,0,2.88E-14,7.23E-07,0,5.53E-07,0
02/09/2017,23,0.74,0,0,0.498695652,0,0.241304348,0,1.49E-13,1.26E-06,0,9.82E-07,0
03/09/2017,0,0.3,0,0,0.202173913,0,0.097826087,0,9.19E-14,6.14E-07,0,4.72E-07,0
03/09/2017,1,0.31,0,0,0.208913043,0,0.101086957,0,8.52E-14,5.97E-07,0,4.59E-07,0
03/09/2017,2,0.28,0,0,0.188695652,0,0.091304348,0,8.01E-14,5.70E-07,0,4.40E-07,0
03/09/2017,3,0.24,0,0,0.16173913,0,0.07826087,0,1.70E-13,7.88E-07,0,6.12E-07,0
03/09/2017,4,0.26,0,0,0.175217391,0,0.084782609,0,1.03E-13,6.25E-07,0,4.83E-07,0
03/09/2017,5,0.25,0.011278,0.011278,0.16087787,0,0.07784413,0,9.61E-14,5.95E-07,0,4.59E-07,0
03/09/2017,6,0.21,0.263606,0.185362075,0.024637925,0.07776975,0,1.00E-13,0,0,3.05E-07,0,3.59E-07
03/09/2017,7,0.43,0.782259,0.43,3.29E-14,0.317618839,0,2.20E-14,0,0,4.41E-07,0,3.87E-07
03/09/2017,8,0.28,1.17814,0.28,1.01E-14,0.744219643,0,1.60E-14,0,0,5.45E-07,0,5.32E-07
03/09/2017,9,0.37,2.261974,0.37,1.16E-17,1.521269569,0,1.90E-17,0,0,0.150205629,0,0.090123377
03/09/2017,10,0.33,2.202188,0.33,1.10E-19,1.503932819,0,1.88E-19,0,0,0.140937356,0,0.084562413
03/09/2017,11,0.36,2.747105,0.36,7.95E-16,1.881423682,0,9.43E-16,0,0,0.342744987,0,0.205646992
03/09/2017,12,0.24,2.63756,0.24,6.80E-16,1.880297588,0,1.50E-15,0,0,0.342142974,0,0.205285784
03/09/2017,13,0.63,1.886464,0.63,5.92E-15,1.060283571,0,8.17E-15,0,0,3.41E-07,0,3.98E-07
03/09/2017,14,1.14,2.034507,1.14,3.52E-14,0.810407411,0,2.18E-14,0,0,6.50E-07,0,5.77E-07
03/09/2017,15,1.25,1.579865,1.108469315,0.141530685,0.467873531,0,3.43E-14,0,0,4.27E-07,0,5.17E-07
03/09/2017,16,1.32,0.796311,0.796311,0.352920848,0,0.170768152,0,7.10E-14,8.12E-07,0,6.32E-07,0
03/09/2017,17,1.22,0.40368,0.40368,0.550128696,0,0.266191304,0,7.26E-14,1.02E-06,0,7.96E-07,0
03/09/2017,18,1.25,0,0,0.842391304,0,0.407608696,0,2.82E-14,7.17E-07,0,5.49E-07,0
03/09/2017,19,1.15,0,0,0.775,0,0.375,0,4.69E-14,8.93E-07,0,6.89E-07,0
03/09/2017,20,1.16,0,0,0.78173913,0,0.37826087,0,4.43E-14,8.71E-07,0,6.72E-07,0
03/09/2017,21,1.09,0,0,0.734565217,0,0.355434783,0,7.98E-14,1.17E-06,0,9.03E-07,0
03/09/2017,22,1.17,0,0,0.788478261,0,0.381521739,0,4.26E-14,8.57E-07,0,6.61E-07,0
03/09/2017,23,1.34,0,0,0.903043478,0,0.436956522,0,2.04E-14,6.78E-07,0,5.19E-07,0
04/09/2017,0,1.38,0,0,0.93,0,0.45,0,2.17E-14,6.91E-07,0,5.29E-07,0
04/09/2017,1,0.75,0,0,0.505434783,0,0.244565217,0,2.58E-14,5.13E-07,0,4.03E-07,0
04/09/2017,2,0.36,0,0,0.242608696,0,0.117391304,0,2.18E-13,1.07E-06,0,8.27E-07,0
04/09/2017,3,0.2,0,0,0.134782609,0,0.065217391,0,6.50E-13,1.38E-06,0,1.08E-06,0
04/09/2017,4,0.23,0,0,0.155,0,0.075,0,1.34E-13,6.83E-07,0,5.31E-07,0
04/09/2017,5,0.22,0.005215,0.005215,0.144746413,0,0.070038587,0,9.97E-14,5.75E-07,0,4.42E-07,0
04/09/2017,6,0.25,0.182373,0.178503221,0.048182612,0,0.023314167,0,2.31E-13,4.92E-07,0,3.78E-07,0
04/09/2017,7,0.32,0.178545,0.178545,0.09532837,0,0.04612663,0,1.17E-13,4.99E-07,0,3.84E-07,0
04/09/2017,8,0.56,0.312166,0.312166,0.167018565,0,0.080815435,0,1.59E-13,8.33E-07,0,6.48E-07,0
04/09/2017,9,1.2,0.296713,0.296713,0.608736891,0,0.294550109,0,1.05E-13,1.21E-06,0,9.48E-07,0
04/09/2017,10,1.47,0.366341,0.366341,0.743770196,0,0.359888804,0,2.25E-14,6.20E-07,0,4.71E-07,0
04/09/2017,11,1.26,0.398092,0.398092,0.580851043,0,0.281056957,0,5.71E-14,9.27E-07,0,7.20E-07,0
04/09/2017,12,1.16,0.451884,0.451884,0.477208609,0,0.230907391,0,2.57E-14,5.37E-07,0,4.16E-07,0
04/09/2017,13,1.29,0.369232,0.369232,0.620517565,0,0.300250435,0,3.45E-14,7.34E-07,0,5.68E-07,0
04/09/2017,14,1.35,0.367526,0.367526,0.662102043,0,0.320371957,0,8.35E-14,1.17E-06,0,9.12E-07,0
04/09/2017,15,1.3,0.260334,0.260334,0.700644478,0,0.339021522,0,3.61E-14,8.12E-07,0,6.32E-07,0
04/09/2017,16,1.29,0.245115,0.245115,0.70416163,0,0.34072337,0,4.51E-14,8.90E-07,0,6.89E-07,0
04/09/2017,17,1.27,0.325663,0.325663,0.636401022,0,0.307935978,0,1.04E-13,1.23E-06,0,9.62E-07,0
04/09/2017,18,1.34,0,0,0.903043478,0,0.436956522,0,2.04E-14,6.78E-07,0,5.19E-07,0
04/09/2017,19,1.25,0,0,0.842391304,0,0.407608696,0,2.82E-14,7.17E-07,0,5.49E-07,0
04/09/2017,20,1.2,0,0,0.808695652,0,0.391304348,0,4.60E-14,8.90E-07,0,6.81E-07,0
04/09/2017,21,1.25,0,0,0.842391304,0,0.407608696,0,2.82E-14,7.17E-07,0,5.49E-07,0
04/09/2017,22,1.38,0,0,0.93,0,0.45,0,2.17E-14,6.91E-07,0,5.29E-07,0
04/09/2017,23,1.4,0,0,0.943478261,0,0.456521739,0,2.44E-14,7.34E-07,0,5.62E-07,0
05/09/2017,0,1.49,0,0,1.004130435,0,0.485869565,0,2.20E-14,6.76E-07,0,5.17E-07,0
05/09/2017,1,1.32,0,0,0.889565217,0,0.430434783,0,3.24E-14,7.84E-07,0,5.96E-07,0
05/09/2017,2,1.22,0,0,0.822173913,0,0.397826087,0,3.24E-14,7.59E-07,0,5.83E-07,0
05/09/2017,3,0.95,0,0,0.640217391,0,0.309782609,0,2.66E-14,6.00E-07,0,4.63E-07,0
05/09/2017,4,0.26,0,0,0.175217391,0,0.084782609,0,1.03E-13,6.25E-07,0,4.83E-07,0
05/09/2017,5,0.27,0.01709,0.01709,0.170439348,0,0.082470652,0,3.90E-13,1.25E-06,0,9.66E-07,0
05/09/2017,6,0.74,0.331154,0.331154,0.275526652,0,0.133319348,0,6.98E-14,6.80E-07,0,5.23E-07,0
05/09/2017,7,1.21,0.79848,0.792533743,0.281335956,0,0.136130301,0,2.27E-13,1.23E-06,0,9.40E-07,0
05/09/2017,8,1.23,1.734725,1.176338401,0.053661599,0.54323071,0,1.65E-14,0,0,4.58E-07,0,4.20E-07
05/09/2017,9,0.32,1.603043,0.32,5.85E-15,1.056730982,0,9.68E-15,0,0,4.49E-07,0,4.08E-07
05/09/2017,10,0.61,2.589357,0.61,5.01E-13,1.602452587,0,1.21E-12,0,0,0.193606289,0,0.116163773
05/09/2017,11,1.27,2.719763,1.27,4.12E-27,1.264467987,0,4.07E-27,0,0,0.01342366,0,0.008054196
05/09/2017,12,1.17,2.56068,1.17,1.37E-14,1.211528571,0,1.42E-14,0,0,5.57E-07,0,5.75E-07
05/09/2017,13,1.34,2.220646,1.34,4.56E-14,0.815340536,0,1.81E-14,0,0,4.68E-07,0,5.09E-07
05/09/2017,14,1.21,0.710667,0.710667,0.336507022,0,0.162825978,0,4.24E-14,6.27E-07,0,4.92E-07,0
05/09/2017,15,1.24,1.589689,1.110276326,0.129723674,0.474460961,0,3.41E-14,0,0,4.18E-07,0,5.12E-07
05/09/2017,16,1.37,0.777609,0.777609,0.399220022,0,0.193170978,0,1.65E-13,1.33E-06,0,1.04E-06,0
05/09/2017,17,1.24,0.423876,0.423876,0.549996609,0,0.266127391,0,8.70E-14,1.11E-06,0,8.60E-07,0
05/09/2017,18,1.2,0,0,0.808695652,0,0.391304348,0,4.60E-14,8.90E-07,0,6.81E-07,0
05/09/2017,19,4.3,0,0,3.278881079,0,1.021118921,0,5.68E-27,0.40169547,0,0.350570592,0
05/09/2017,20,2.1,0,0,1.488736153,0,0.611263847,0,6.35E-20,0.077501028,0,0.067637261,0
05/09/2017,21,1.24,0,0,0.835652174,0,0.404347826,0,2.88E-14,7.23E-07,0,5.53E-07,0
05/09/2017,22,2.5,0,0,1.814217049,0,0.685782951,0,3.70E-23,0.136445472,0,0.119079685,0
05/09/2017,23,3.69,0,0,2.782522713,0,0.907477287,0,3.58E-20,0.311805193,0,0.272120896,0
06/09/2017,0,1.5,0,0,1.010869565,0,0.489130435,0,2.29E-14,6.79E-07,0,5.16E-07,0
06/09/2017,1,1.31,0,0,0.882826087,0,0.427173913,0,3.26E-14,7.85E-07,0,5.96E-07,0
06/09/2017,2,0.78,0,0,0.525652174,0,0.254347826,0,3.72E-14,6.31E-07,0,4.91E-07,0
06/09/2017,3,0.35,0,0,0.235869565,0,0.114130435,0,1.79E-13,9.39E-07,0,7.27E-07,0
06/09/2017,4,0.25,0,0,0.168478261,0,0.081521739,0,1.63E-13,7.79E-07,0,6.03E-07,0
06/09/2017,5,0.24,0.025293,0.025293,0.144693848,0,0.070013152,0,8.27E-14,5.45E-07,0,4.21E-07,0
06/09/2017,6,0.38,0.262528,0.258874395,0.081628125,0,0.03949748,0,4.57E-13,1.01E-06,0,7.92E-07,0
06/09/2017,7,1.17,0.857439,0.838731297,0.2232463,0,0.108022403,0,1.26E-13,8.19E-07,0,6.26E-07,0
06/09/2017,8,1.17,1.72518,1.154633316,0.015366684,0.551258048,0,2.53E-14,0,0,5.08E-07,0,4.18E-07
06/09/2017,9,1.35,2.202301,1.35,4.61E-14,0.793366875,0,1.58E-14,0,0,4.80E-07,0,4.95E-07
06/09/2017,10,1.23,2.536059,1.23,1.47E-14,1.148350982,0,1.37E-14,0,0,3.77E-07,0,5.29E-07
06/09/2017,11,1.17,3.249362,1.17,3.75E-13,1.716158957,0,4.68E-13,0,0,0.25439402,0,0.152636412
06/09/2017,12,0.3,3.254679,0.3,3.89E-15,2.28998367,0,6.48E-15,0,0,0.565479999,0,0.339287999
06/09/2017,13,0.33,2.647276,0.33,2.07E-15,1.828341273,0,4.55E-15,0,0,0.314366988,0,0.188620193
06/09/2017,14,0.55,2.484927,0.55,6.64E-22,1.565695994,0,2.66E-22,0,0,0.173956115,0,0.104373669
06/09/2017,15,1.19,1.994459,1.19,4.13E-14,0.742065268,0,1.79E-14,0,0,5.18E-07,0,4.99E-07
06/09/2017,16,1.26,0.907434,0.889710461,0.24954295,0,0.120746589,0,1.07E-13,8.04E-07,0,6.13E-07,0
06/09/2017,17,1.22,0.591769,0.591769,0.423373065,0,0.204857935,0,3.20E-14,5.51E-07,0,4.21E-07,0
06/09/2017,18,1.39,0,0,0.93673913,0,0.45326087,0,2.28E-14,7.09E-07,0,5.43E-07,0
06/09/2017,19,1.37,0,0,0.92326087,0,0.44673913,0,2.12E-14,6.80E-07,0,5.21E-07,0
06/09/2017,20,1.2,0,0,0.808695652,0,0.391304348,0,4.60E-14,8.90E-07,0,6.81E-07,0
06/09/2017,21,1.23,0,0,0.828913043,0,0.401086957,0,2.88E-14,7.20E-07,0,5.55E-07,0
06/09/2017,22,1.26,0,0,0.849130435,0,0.410869565,0,2.77E-14,7.14E-07,0,5.47E-07,0
06/09/2017,23,1.24,0,0,0.835652174,0,0.404347826,0,2.88E-14,7.23E-07,0,5.53E-07,0
07/09/2017,0,0.53,0,0,0.357173913,0,0.172826087,0,7.95E-14,8.04E-07,0,6.26E-07,0
07/09/2017,1,0.37,0,0,0.249347826,0,0.120652174,0,6.10E-14,5.67E-07,0,4.41E-07,0
07/09/2017,2,0.39,0,0,0.262826087,0,0.127173913,0,3.46E-13,1.38E-06,0,1.08E-06,0
07/09/2017,3,0.36,0,0,0.242608696,0,0.117391304,0,2.18E-13,1.07E-06,0,8.27E-07,0
07/09/2017,4,0.29,0,0,0.195434783,0,0.094565217,0,9.60E-14,6.28E-07,0,4.83E-07,0
07/09/2017,5,0.24,0.026309,0.026309,0.144009152,0,0.069681848,0,8.25E-14,5.43E-07,0,4.20E-07,0
07/09/2017,6,0.26,0.317105,0.225086148,0.034913852,0.092018852,0,6.33E-14,0,0,3.71E-07,0,3.23E-07
07/09/2017,7,0.27,1.055176,0.27,2.81E-14,0.652641429,0,4.35E-14,0,0,6.97E-07,0,6.95E-07
07/09/2017,8,0.87,1.808574,0.87,2.24E-14,0.824121964,0,2.12E-14,0,0,6.73E-07,0,5.84E-07
07/09/2017,9,1.31,2.449764,1.31,6.63E-15,1.021149643,0,4.87E-15,0,0,3.15E-07,0,3.29E-07
07/09/2017,10,1.33,2.892783,1.33,5.47E-21,1.351263452,0,5.48E-21,0,0,0.05955957,0,0.035735742
07/09/2017,11,0.86,3.217645,0.86,1.58E-15,1.896394541,0,2.35E-15,0,0,0.350748449,0,0.210449069
07/09/2017,12,0.83,3.312187,0.83,1.15E-19,1.984982084,0,1.39E-19,0,0,0.398107587,0,0.238864552
07/09/2017,13,0.28,3.074185,0.28,1.07E-22,2.17205238,0,1.78E-22,0,0,0.49953158,0,0.299718948
07/09/2017,14,0.32,2.548413,0.32,1.03E-19,1.762843401,0,1.84E-19,0,0,0.27935165,0,0.16761099
07/09/2017,15,0.47,1.940484,0.47,1.01E-14,1.219406786,0,1.59E-14,0,0,6.57E-07,0,6.20E-07
07/09/2017,16,0.43,1.222433,0.43,5.15E-15,0.671330089,0,6.88E-15,0,0,1.97E-07,0,2.37E-07
07/09/2017,17,0.42,0.52656,0.370414308,0.049585692,0.155239653,0,4.46E-14,0,0,4.21E-07,0,3.65E-07
07/09/2017,18,0.38,0,0,0.256086957,0,0.123913043,0,3.49E-13,1.35E-06,0,1.06E-06,0
07/09/2017,19,0.55,0,0,0.370652174,0,0.179347826,0,8.40E-14,8.37E-07,0,6.49E-07,0
07/09/2017,20,0.26,0,0,0.175217391,0,0.084782609,0,1.03E-13,6.25E-07,0,4.83E-07,0
07/09/2017,21,0.23,0,0,0.155,0,0.075,0,1.34E-13,6.83E-07,0,5.31E-07,0
07/09/2017,22,1.02,0,0,0.687391304,0,0.332608696,0,2.23E-14,5.86E-07,0,4.56E-07,0
07/09/2017,23,1.12,0,0,0.754782609,0,0.365217391,0,7.40E-14,1.12E-06,0,8.62E-07,0
08/09/2017,0,0.29,0,0,0.195434783,0,0.094565217,0,9.60E-14,6.28E-07,0,4.83E-07,0
08/09/2017,1,0.23,0,0,0.155,0,0.075,0,1.34E-13,6.83E-07,0,5.31E-07,0
08/09/2017,2,0.3,0,0,0.202173913,0,0.097826087,0,9.19E-14,6.14E-07,0,4.72E-07,0
08/09/2017,3,0.25,0,0,0.168478261,0,0.081521739,0,1.63E-13,7.79E-07,0,6.03E-07,0
08/09/2017,4,0.21,0,0,0.141521739,0,0.068478261,0,3.88E-13,1.11E-06,0,8.60E-07,0
08/09/2017,5,0.2,0.028996,0.028996,0.115241826,0,0.055762174,0,1.19E-13,5.91E-07,0,4.58E-07,0
08/09/2017,6,0.22,0.321561,0.215764808,0.004235192,0.10235304,0,9.83E-14,0,0,3.42E-07,0,3.53E-07
08/09/2017,7,0.23,1.074415,0.23,1.05E-14,0.697029911,0,1.72E-14,0,0,5.34E-07,0,5.46E-07
08/09/2017,8,0.41,1.902301,0.41,2.57E-15,1.232116875,0,4.18E-15,0,0,2.73E-07,0,2.83E-07
08/09/2017,9,0.39,2.546835,0.39,1.22E-26,1.715774846,0,2.11E-26,0,0,0.254188673,0,0.152513204
08/09/2017,10,0.32,3.045076,0.32,3.62E-18,2.124799015,0,5.84E-18,0,0,0.473107001,0,0.2838642
08/09/2017,11,0.44,3.29397,0.44,1.32E-21,2.227053936,0,2.10E-21,0,0,0.530289029,0,0.318173417
08/09/2017,12,0.32,3.328566,0.32,9.32E-17,2.330544097,0,1.58E-16,0,0,0.588161816,0,0.35289709
08/09/2017,13,0.21,3.092121,0.21,6.89E-21,2.230792315,0,1.44E-20,0,0,0.53237957,0,0.319427742
08/09/2017,14,1.13,2.561942,1.13,1.04E-19,1.241356702,0,1.12E-19,0,0,0.000597444,0,0.000358467
08/09/2017,15,0.59,1.969701,0.59,4.45E-15,1.156099018,0,6.49E-15,0,0,2.94E-07,0,3.33E-07
08/09/2017,16,0.36,1.250369,0.36,2.79E-14,0.744403661,0,4.15E-14,0,0,4.70E-07,0,6.29E-07
08/09/2017,17,0.3,0.546929,0.3,4.87E-14,0.222532232,0,3.28E-14,0,0,4.03E-07,0,3.76E-07
08/09/2017,18,0.42,0,0,0.283043478,0,0.136956522,0,3.20E-13,1.40E-06,0,1.09E-06,0
08/09/2017,19,1.03,0,0,0.694130435,0,0.335869565,0,1.13E-13,1.35E-06,0,1.05E-06,0
08/09/2017,20,0.68,0,0,0.45826087,0,0.22173913,0,7.13E-14,8.21E-07,0,6.42E-07,0
08/09/2017,21,0.25,0,0,0.168478261,0,0.081521739,0,1.63E-13,7.79E-07,0,6.03E-07,0
08/09/2017,22,0.32,0,0,0.215652174,0,0.104347826,0,7.97E-14,5.84E-07,0,4.49E-07,0
08/09/2017,23,0.24,0,0,0.16173913,0,0.07826087,0,1.70E-13,7.88E-07,0,6.12E-07,0
09/09/2017,0,0.29,0,0,0.195434783,0,0.094565217,0,9.60E-14,6.28E-07,0,4.83E-07,0
09/09/2017,1,0.3,0,0,0.202173913,0,0.097826087,0,9.19E-14,6.14E-07,0,4.72E-07,0
09/09/2017,2,0.26,0,0,0.175217391,0,0.084782609,0,1.03E-13,6.25E-07,0,4.83E-07,0
09/09/2017,3,0.28,0,0,0.188695652,0,0.091304348,0,8.01E-14,5.70E-07,0,4.40E-07,0
09/09/2017,4,0.21,0,0,0.141521739,0,0.068478261,0,3.88E-13,1.11E-06,0,8.60E-07,0
09/09/2017,5,0.17,0.034976,0.034976,0.090994435,0,0.044029565,0,5.06E-13,1.08E-06,0,8.37E-07,0
09/09/2017,6,0.21,0.327553,0.21,4.82E-13,0.111337232,0,8.16E-14,0,0,3.39E-07,0,3.95E-07
09/09/2017,7,0.32,1.065451,0.32,9.72E-15,0.624737411,0,1.42E-14,0,0,3.70E-07,0,3.51E-07
09/09/2017,8,0.29,1.799324,0.29,5.80E-15,1.236153214,0,9.97E-15,0,0,3.64E-07,0,4.70E-07
09/09/2017,9,0.45,2.478391,0.45,1.44E-14,1.626529868,0,2.18E-14,0,0,0.206478068,0,0.123886841
09/09/2017,10,0.31,2.787461,0.31,6.77E-16,1.943636566,0,1.10E-15,0,0,0.376004162,0,0.225602497
09/09/2017,11,0.29,2.876536,0.29,5.70E-15,2.021679639,0,1.28E-14,0,0,0.417726199,0,0.250635719
09/09/2017,12,0.5,3.236137,0.5,7.18E-20,2.145890263,0,1.11E-19,0,0,0.484901448,0,0.290940869
09/09/2017,13,0.22,3.016205,0.22,9.24E-26,2.169163864,0,1.53E-25,0,0,0.497916291,0,0.298749775
09/09/2017,14,0.25,2.324091,0.25,2.58E-27,1.645261663,0,4.76E-27,0,0,0.216492136,0,0.129895282
09/09/2017,15,0.29,1.960901,0.29,7.82E-26,1.354306592,0,1.26E-25,0,0,0.060946772,0,0.036568063
09/09/2017,16,0.3,1.151142,0.3,1.06E-14,0.708060536,0,1.63E-14,0,0,5.13E-07,0,5.09E-07
09/09/2017,17,0.3,0.493658,0.3,3.45E-13,0.179725179,0,1.29E-13,0,0,5.05E-07,0,5.19E-07
09/09/2017,18,0.23,0,0,0.155,0,0.075,0,1.34E-13,6.83E-07,0,5.31E-07,0
09/09/2017,19,0.25,0,0,0.168478261,0,0.081521739,0,1.63E-13,7.79E-07,0,6.03E-07,0
09/09/2017,20,0.22,0,0,0.14826087,0,0.07173913,0,2.71E-13,9.78E-07,0,7.67E-07,0
09/09/2017,21,0.22,0,0,0.14826087,0,0.07173913,0,2.71E-13,9.78E-07,0,7.67E-07,0
09/09/2017,22,0.44,0,0,0.296521739,0,0.143478261,0,2.73E-13,1.35E-06,0,1.06E-06,0
09/09/2017,23,0.32,0,0,0.215652174,0,0.104347826,0,7.97E-14,5.84E-07,0,4.49E-07,0
10/09/2017,0,0.3,0,0,0.202173913,0,0.097826087,0,9.19E-14,6.14E-07,0,4.72E-07,0
10/09/2017,1,0.3,0,0,0.202173913,0,0.097826087,0,9.19E-14,6.14E-07,0,4.72E-07,0
10/09/2017,2,0.17,0,0,0.114565217,0,0.055434783,0,7.31E-13,1.29E-06,0,1.01E-06,0
10/09/2017,3,0.21,0,0,0.141521739,0,0.068478261,0,3.88E-13,1.11E-06,0,8.60E-07,0
10/09/2017,4,0.18,0,0,0.121304348,0,0.058695652,0,6.27E-13,1.23E-06,0,9.69E-07,0
10/09/2017,5,0.27,0.047027,0.047027,0.150264413,0,0.072708587,0,4.33E-13,1.23E-06,0,9.47E-07,0
10/09/2017,6,0.27,0.358209,0.247488181,0.022511819,0.10885953,0,1.14E-13,0,0,5.02E-07,0,4.49E-07
10/09/2017,7,0.24,1.026554,0.24,3.21E-14,0.651338036,0,5.11E-14,0,0,1.00E-06,0,8.95E-07
10/09/2017,8,0.37,1.83267,0.37,9.75E-15,1.205091964,0,1.61E-14,0,0,7.69E-07,0,7.03E-07
10/09/2017,9,0.31,2.507019,0.31,5.82E-28,1.739232592,0,1.08E-27,0,0,0.266729248,0,0.160037549
10/09/2017,10,0.28,3.039016,0.28,4.17E-19,2.146528204,0,6.80E-19,0,0,0.485258192,0,0.291154915
10/09/2017,11,1.56,3.253729,1.56,7.55E-20,1.463412914,0,6.35E-20,0,0,0.119838011,0,0.071902806
10/09/2017,12,1.8,3.245313,1.8,1.80E-15,1.299488905,0,1.15E-15,0,0,0.034247159,0,0.020548295
10/09/2017,13,1.21,3.058315,1.21,9.56E-15,1.550672657,0,1.08E-14,0,0,0.165924599,0,0.099554759
10/09/2017,14,0.34,2.587002,0.34,5.01E-21,1.777849974,0,1.09E-20,0,0,0.287374204,0,0.172424522
10/09/2017,15,0.28,1.893674,0.28,1.17E-13,1.311867049,0,1.99E-13,0,0,0.038258478,0,0.022955087
10/09/2017,16,0.18,1.210724,0.18,7.55E-15,0.842724643,0,1.31E-14,0,0,4.80E-07,0,4.90E-07
10/09/2017,17,0.24,0.540037,0.24,1.71E-14,0.260386875,0,1.84E-14,0,0,2.32E-07,0,2.42E-07
10/09/2017,18,0.41,0,0,0.276304348,0,0.133695652,0,9.39E-14,7.50E-07,0,5.84E-07,0
10/09/2017,19,0.94,0,0,0.633478261,0,0.306521739,0,3.24E-14,6.36E-07,0,4.87E-07,0
10/09/2017,20,0.34,0,0,0.229130435,0,0.110869565,0,6.68E-14,5.46E-07,0,4.22E-07,0
10/09/2017,21,0.28,0,0,0.188695652,0,0.091304348,0,8.01E-14,5.70E-07,0,4.40E-07,0
